,label,tweets
759,1.0,@WhirlpoolBathUK lovely giveaway! :) #FreebieFriday
760,1.0,@roofbsuzy @roofyuna @roofsinb @roofchaelin @roofaim @roofjackson  dah move on :))
761,1.0,"There's nothing as cool as being totally over someone, No bitterness, anger or hatred towards them. Just pure indifference :)"
762,1.0,when u wake up at 4 AM and the suite life of Zach and Cody is on :))))!!!!!!
763,1.0,"@rich_bartram29 Oh, didn't know :) But yes, you can have an order delivered to your work address, once it's added to your address book ^AC"
764,1.0,Achieving excellence in Music as a Music Producer is a Mind Boggling &amp; Fatiguing Job... Baareeq... :) :) :)
765,1.0,@bexlittle @AlisonWright8 @lindyrendy @Cloud2ltd @DotNetSolutions love it thanks for sharing :)
766,1.0,@Kkiimmeenngg  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
767,1.0,@mobiadage @GameDevRobot my #gamedev is a hobby :)
768,1.0,@AvantikaSeeth @mandisatweets @santherlabelle yes yes yes... I am in :)
769,1.0,"Thank you :) ""@Clicks_SA: Tweenie_Fox Hi, please click here for a list of our hair accessories &amp; products http://t.co/dunT1DuopC"""
770,1.0,Sometimes you're just tamang hinala. :) https://t.co/blnolTbXEY
771,1.0,@RoyalMail I'm following now :)
772,1.0,"@wonkASSLILO hello babe, you got Niam access?? Could I give you something for a ship dm with them ? :)"
773,1.0,Selfieeeee :) https://t.co/R9soIqZXYZ
774,1.0,"Especially for three of you, LASS :) w/ Aling http://t.co/aRwmTLsFZr"
775,1.0,Hi #Gorgeous @TillieModel have  a nice swim with your sis!! Can I get a #Birthday shout out please it would make my day?? #Perfection :) xx
776,1.0,@Linduhhh9 @doloresssvee there it is haha hope I don't got work tho.. Bout to quit if I do :p
777,1.0,"@77kaylee77 goodbye, don't forget that it was feminists that fought for your right to act like a snobby little bitch :-) goodnight!!!!"
778,1.0,@JamieForevs  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
779,1.0,"CAROLINE, Caroline all the guys say she's mighty fine 🔥 I threw up a little making this :-)) HBD ❤️ @Carolineking0 http://t.co/ttPeupXf44"
780,1.0,@FC_TEAMJK3T follback :)
781,1.0,Time for jogging :p
782,1.0,@GET_TUDA_CHOPPA from all over the place I hope :) I’m a pro at remote work AND traveling ;)
783,1.0,Newly listed in my EBay store :-)... http://t.co/Ee1j2ohmgu
784,1.0,The new #disneyinfinity #starwars characters look amazing preorder the starter pack in store today :D http://t.co/sbbmbDR6us
785,1.0,@Parulcoolthougs I'm here if you want to talk :)
786,1.0,I always tweet hit me or snap me... no one ever does but its worth a try :)
787,1.0,The homies bought me skins for my bday :D
788,1.0,@awadkum - Just chant Jai Italy 100/times fast. :)) @BJP4India @AmitShahOffice @narendramodi
789,1.0,"Heeeeyyy. Can all of you follow my fan account? @KINGT0MLINS0N 

Thank you! :)"
790,1.0,@leonrestaurants in the UK :)
791,1.0,@JEDIEV11 thank you!! :D
792,1.0,@Blahkumaran woah! nice nice!! :-)
793,1.0,@cuteHiddlesmile u are welcome :-) ♥
794,1.0,@lucahollic good and you ? :)
795,1.0,And here's @mayankw14's ★★★★ review: http://t.co/wNVIPDDRe6 Phew! We're literally overwhelmed. :)
796,1.0,@PatoFer222 Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :)
797,1.0,"@Anaateresaa_ you &amp; the baby😊😊😊 next time , it's my house ! I have it whenever :)"
798,1.0,"@TfLWaystoPay got it, thanks g :)"
799,1.0,@jonathanhobbs71 Have you encouraged your employer on board (http://t.co/sczAWaxEW0) or stuck a poster up (http://t.co/J024E6Dwvk)? :)
800,1.0,@MsKristinKreuk Hugs ang Kisses from the philippines :)
801,1.0,I've entered to WIN a huge @BlueMicrophones package from @CazuaLLUK &amp; @Marzbargaming :) ENTER HERE: https://t.co/yRlT7jltqP #Giveaway
802,1.0,"@Jim_Edwards yes, it works now :)"
803,1.0,@reyes_reynaldoz  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
804,1.0,"Hi @BridgeHouseThel , great to connect. We specialise in thermal imaging surveys – here if you need us :)"
805,1.0,@juanchavarin52 @taliagarcia__ yeah so you can bruise my rib again :-)
806,1.0,@PallaviRuhail @BhaktisBanter #FlipkartFashionFriday 😀😁😂😃😄😅😉 No No won't give dear don't worry :)
807,1.0,#TombRaider #hype thought you might like this @MelonieMac :D http://t.co/aXxprx1PRz
808,1.0,Oh Me Oh Me Oh my its #TheJuiceInTheMix @POTUS rela @talliaoyando in the building :) @HomeboyzRadio @DJBashKenya
809,1.0,Low priority match :) hahaha
810,1.0,@dxuntlesslarry fback? :)
811,1.0,@HelpingGroupDms I want Harry Dm bc I wanna give a surprise to my friend for her birthday. I just wanna make her happy :)
812,1.0,Is now not an opportune time 2 collapse chaotic Cosas? &lt;--- note the alliteration :-)  @NomalangaSA @barrybateman @AndileMlondo
813,1.0,@sungjookxm going well oppayaa! How's yours? :D
814,1.0,"@khalidALSALEM @Azizsm_ we did our best, as you want body :)"
815,1.0,#NatGeo new show U can't lick ur elbow. .seems interesting....:)
816,1.0,Stats for the day have arrived. 7 new followers and NO unfollowers :) via http://t.co/C6u8lINDwD.
817,1.0,“@MileyCyrus: Emu is stoked thank you :) http://t.co/l5Xyt9EM6G” @creampuffshinee
818,1.0,Woke up yo @trentowers fav' my tweet this made my day :))) now just @luketurner89 😂😂 http://t.co/oGw5sVij7G
819,1.0,"Remember, you don't need people's approval when you have God's approval. :-)"
820,1.0,and jisung is the kid sunshine :)  https://t.co/LBjXDWIAPE
821,1.0,@TheLlamaverse mm okay thanks! :)
822,1.0,@noodles78 Message us right here Nicola and we can forward this on :) Brighten up our day :D Helen
823,1.0,@_dreyaniks  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
824,1.0,@sunofsides CONGRATS :)
825,1.0,@gunnersx4 Hi Brian I'll  get it shipped today for you and it can take between 2-3 weeks to Australia. Many thanks :) http://t.co/IBoe0e1aXt
826,1.0,@JanPrince63 @AWonderBall was good fun at the time but the ol' bones are now a creaking :)
827,1.0,"@Mokhenerale Eh abUtI, WelcOmE to TweetLand.....Lol :p"
828,1.0,@davidc79 thx! And Android support in by Xmas :)
829,1.0,@phedran A great Skyblock stream too. :)
830,1.0,this is why im standing and always being a Belieber :) its all bcause of him @justinbieber 2009 until Die :)
831,1.0,"@BOHEffy I am streaming now on Twitch Join :D
http://www/twitch.tv/lockedbeast1"
832,1.0,@BRBCODY it was a.. sympathy laugh :)
833,1.0,@huskar_nana who would you like? :) xo
834,1.0,@DrtyChimichanga Awesome! :D
835,1.0,@kimtaaeyeonss unnieeee!!!:)
836,1.0,Tonight is the Night ... :) #nuka #penacova #djset #free #EDM #kizomba #latinhouse #HouseMusic #portugal2015 #summer http://t.co/m5WqWKfqs3
837,1.0,@moonlight69 well you're in for a wild ride &gt;:D
838,1.0,"@TokyoTantra Hahaha tell me anytime you wanna taste it! oh, with yer address to send it :)"
839,1.0,@mtnza @mtn8 thanks team yellow :) #MTN8
840,1.0,@Acsxy Maganda. You look very pretty with short hair. cute. :D
841,1.0,"@MistressSaphire Good morning to you, gorgeous Mistress Saphire :)"
842,1.0,"@Aware_GinGi I'm at work and I'm busy, so I will help you once I finish and im at home :)"
843,1.0,"Thanks to amazing 4000 Followers on Instagram
If you´re not among them yet,
feel free to connect :-)... http://t.co/ILy03AtJ83"
844,1.0,Coconut Sambal Mussels Recipe :-) http://t.co/FSfkpOwTpS
845,1.0,Thanks Kalin :) http://t.co/ihELksfJjT
846,1.0,"Follow @JaHz73 on Mixcloud :)

https://t.co/HviVk8rMmp"
847,1.0,@L0MLHES fback? :)
848,1.0,@implodingpika Thankyou ! Greetings from Australia :)
849,1.0,"@MIKEYGEE110 I cant work out if this is sarcasm or not :), i know some Chelsea supports think hes useless but when he comes on he does ok."
850,1.0,@IBePyari follow back :)
851,1.0,@aubreysablan I come back next Thursday!! We can still hang out :-) hehe she said hi love u
852,1.0,@shaunamanda2012 Benson is gorgeous!! Thank you so much for sharing him with us :) You can also enter on our Facebook too...
853,1.0,@ItsLukeEv you look a solid 16/17 :)
854,1.0,Great night! :D
855,1.0,@primavera_bella 30°C 😜 so we just should change for few days and all is good :)))
856,1.0,Add me on Snapchat - MaryHicks18 #snapchat #kikmeboys #photooftheday #fuck #chat #musicbiz #sheskindahot :) http://t.co/plFpD86iEq
857,1.0,"""fleekile mbalula"", he said. i repeat, i love my south africa. :)"
858,1.0,when your friend is making fun of the fact that your mexican so you hurt his feelings that'll leave him scarred for life :)
859,1.0,@SophiaDelPizzo it's my office today :)
860,1.0,@jeremygutsche we like this amazing donut recipe! we share with #foiegras lovers! :)
861,1.0,Despite the weather today the wedding is going to be beautiful :)
862,1.0,Where Was Tony Stark? :) - From Incredible Tony Pictures http://t.co/uwhGYM0BWb http://t.co/pHp6OcHlXH
863,1.0,To sit and write poems or stories that's been bubbling in my head~ :)
864,1.0,Last night :))) http://t.co/8EDHMc2tiJ
865,1.0,@EmilySmith_91 Dale send a billion kiss to her :) Have a magical day!
866,1.0,@mcllary That might work :) Have a great weekend. \OP
867,1.0,"Smile, it's #friday :) #TGIF #weekend http://t.co/L6KxKEAl75"
868,1.0,i will not cast my vote in next elections :) #JCReport
869,1.0,@PebbleHelp Have done! Thank you for your tweet :)
870,1.0,"@JILLCLARK1808 @BigAl_lfc @SuePeace1 @michell47881905 @Bevanns @susanhorgan1 Oh piggin just go will yer, give us some peace :)"
871,1.0,@alElizabeth Appreciate the follow :) have you heard of our botanical soaps?
872,1.0,@Ashton5SOS @5SOS love u 2 :-)
873,1.0,Late upload. Freshly done/3weeks old healed. :)
874,1.0,@Im_MsKittenns oh. I was in bed haha. I can't sleep though. My day was too exciting :)
875,1.0,@TOBMAST3R @inspchin @koeitecmoeurope @TanikoHorigome @GoldxFierce @Kronin1 @Addictrian @chako33 @MatthewRumple thx Tobi-bro! :D
876,1.0,@nikimcglynn How good is that! I think it was my first ISP too! :)
877,1.0,@tessasmith4evr @BlueBellEMS we'll steel some from the @BlueBellEMS next Wednesday and see what it's like!:)
878,1.0,hey there :)
879,1.0,"@camerondallas definitely loves making people smile cause I swear since I met him earlier, I haven't stopped smiling :) i love you cam 😭❤️"
880,1.0,"@SabihaMahmoud ... except for her Lord, masha'Allah :)"
881,1.0,@NeilWhoreAnn some French fans made a movie about the WWAT in France last year with our videos and photos :)
882,1.0,"@max_pen1 It has been fixed, thanks for your feedback :)"
883,1.0,Thanks to everyone who came to the stream :D Hope you guys enjoyed. Night all!
884,1.0,@siddichan @Twitch YAAAAAAAAY thx :)
885,1.0,Looking forward to reviewing ours :-)  https://t.co/y8SUBXjqXk
886,1.0,Thank you Beiruting :)
887,1.0,@coolkidsftnjh fback? :)
888,1.0,Thanks for updating your profile page @AlexaPoppe :-)  http://t.co/JK3NSXIRMe
889,1.0,Lovely coffee :) @CoffeesToGo1
890,1.0,Here's a cute panda to make your day! :) http://t.co/zCaWqrjSvr http://t.co/FuZNhjGWD7
891,1.0,@x0lovestephi thank you eonnie :))
892,1.0,"@stokebrisbane Hi! Saw who u follow and thought u might like ""Dark"" https://t.co/CFl0s5hwWw .Plz let us know what u think :)"
893,1.0,@Polished_teeth my favourite too! :) @ciatelondon Cream Soda :)
894,1.0,"I love my body, when it's fuller, and shit, even when it's not lol. I'm just happy to be healthy :) happy to be happy.. 💓"
895,1.0,Rettweet :-) http://t.co/l6T0rx7bEf
896,1.0,@DianaaOrtizz the real MVG (MOST VALUABLE GIRLFRIEND) for staying up with me till the Madrid game starts :-)
897,1.0,@OLX_OHayoung96 sore ya :)
898,1.0,"@tmhcuddly I'm so excited, we should definitely meet up :)"
899,1.0,@morriskid are you coming to Bergerac?  Have the first team left any u21's I'd know of? #checking for chants :-)
900,1.0,@rizwanism :) just a choice of food. Left to the individuals.
901,1.0,@VickiCartagena The episode is excellent so far.:-) I love Adam Beach's movies &amp; shows.I'm looking forward to seeing Suicide Squad next year
902,1.0,"Growing very fond of Christopher, didn't like him initially because he was cocky and didn't really prove it but his attitude's improving :D"
903,1.0,@GlenOcsko sounds good! Can you DM me your email address? Will suggest some dates for a coffee! :)
904,1.0,@forlodge1 It is indeed - many thanks :-)
905,1.0,Just smile even your in Pain :) http://t.co/AxTiqf0xek
906,1.0,Hi happys!!:) http://t.co/AGiLlxJdbi
907,1.0,"Funny. Intelligent, strong and funny. Just funny... :-) https://t.co/IqJwYRF52C"
908,1.0,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @me1campbell
909,1.0,"@mokwepa no, other than it using Cs :)"
910,1.0,"you ever watch certain people's snapchat over and over again, bc i know i do :-)))"
911,1.0,@IbnNabih1 that's all ok I know your busy :)
912,1.0,Last 2 exams :)
913,1.0,forgot u were up. :)))  https://t.co/Or6eATWDjm
914,1.0,Fun fact: I love meeting new people :)
915,1.0,@jaseygalore I know the home-based office busy feeling :-) Pity about your knee - what happened?
916,1.0,"SALE FLEUR DRESS CREAM #Readystock_hijabmart
IDR 325.000 ====&gt; IDR 200.000 :) http://t.co/AGp51NQMbS"
917,1.0,@pprabha014 Thankyou :)
918,1.0,@fernandeznoemi4  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
919,1.0,Is Tompolo meeting aimed at stopping the sale of the oil that we cannot find buyers for? :D
920,1.0,"@Centerfxld that's true, @johngreen doesn't disappoint! Looking forward to Paper Towns? :)"
921,1.0,"That's all I need to know, is that everything is going to be okay :-)"
922,1.0,@LTBeautyBlog @FDNCoffee I say less slacking &amp; getting cracking :)
923,1.0,@JulieWestern I don't know the name but it is particularly striking. Happy days :)
924,1.0,"@misshollylou Hey, here's your invite to join Scope as an influencer :)  http://t.co/ipJ2yOiGet"
925,1.0,@DeewaniVeronica 31* My Bad Mam :p
926,1.0,"@FrancesBeeton Lovely looking cake, bet it tastes good too :-)"
927,1.0,FeyTyaz Follback ya :)
928,1.0,"@dalenaha1 so I found this last night, lets just say there was an instant stiffening of my interest :) https://t.co/sw5O1Bz4y9"
929,1.0,Rettweet :-) http://t.co/zBOvLw0y5S
930,1.0,@CHUBANHES fback? :)
931,1.0,Rettweet :-) http://t.co/CGTjR664Kj
932,1.0,ricky_febs Follback ya :)
933,1.0,"Got Secrets of Grindea, Courier of the Crypts and possibly some Arma 3 to record today..... Gosh! And a new game that looks like Limbo :)"
934,1.0,@siaramelatienza  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
935,1.0,"@MyriadPhoto  thanks for retweeting @madsenjewellery orchard art show, have a super weekend :)"
936,1.0,"Karachi ka Venice after rains :) @rizz_javaid “@JaagAlerts: Several parts of Karachi witness accumulated rain water,http://t.co/Wionr1evBo”"
937,1.0,maroon cocktail dresses http://t.co/Ioj5YzNRwu #MidiDresses for @filipinaniah :) http://t.co/Vj1U5fIzBw
938,1.0,@IamPatmae_ fback po? :)
939,1.0,0-100 real quick :)
940,1.0,@Iron_Vein Morning! : ) Mine is 1100D. Usually auto-focus. I only use manual for  really close up like shooting veins on crackle glaze. :)
941,1.0,"the new layout looks bomb! :-) 
-g"
942,1.0,Thanks for connecting @garrowlscq Hope you're having an Great Day!  Have a social/website question? Just ask :-)
943,1.0,@Tweetnesian pake :)
944,1.0,"@gabrielaliuw hi we made some changes in our design, hope you like it :) https://t.co/EXt098Yq1b"
945,1.0,joim me while I feed the troops. :) https://t.co/ZlcsRuUpPY via @audioBoom
946,1.0,Any brands wanting me to review BEAUTY products on my blog? mail me at: ladolcevitainluxembourg@hotmail.com #prrequest #journorequest :)
947,1.0,The_MadStork Follback ya :)
948,1.0,"@SSalchli Good luck, Shaun! :)"
949,1.0,@madziucha_5 yes he is :)
950,1.0,Anyone who wants to be added to the bot just DM me!! :) #bot
951,1.0,"@ChloeGMoretz Chloe I watched ""Let me in"" yesterday and you were really awesome! Really talented and intelligent actress, beautiful too! :)"
952,1.0,@hesfallenangel could i get some free solo  dms? Any to give away? :) xoxo
953,1.0,@TripVerse @outboundapp thanks for sharing! Wishing you a wicked weekend :)
954,1.0,Hola juan.. sending you a big Hi from Houston tx! :) I've been a fan of jenni  and the family for year's.  I stumble upon a video of you
955,1.0,@padaleckbye. No prob.nice choker btw :)
956,1.0,@seoulsjin @seouljins seouljins :) both are fine tbh
957,1.0,Photoset: sadomasochistsparadise: Wynter bottoms- and an outtake :) Sadomasochist’s Paradise Cuties http://t.co/GNW1lwjFK1
958,1.0,You make my day by just smiling :)
959,1.0,@ghostkidluke fback? :)
960,1.0,@itsRebeccaRayne :D ty bby!
961,1.0,Please enjoy this clip of me losing my shit during cypher :) http://t.co/8FIyPQ6kkn
962,1.0,"@athrawestokio @AdeccoWaytoWork @AdeccoJapan next week, i will be at my office ! so lets go :)"
963,1.0,@DanielCWest thank you for following me :D
964,1.0,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/e644DJI0zw.
965,1.0,@purehaire Amen. Thanks :)
966,1.0,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x32"
967,1.0,@shyayen  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
968,1.0,@DrenchinWine @2fai @Chompu_Kusuma paper girl :D
969,1.0,@gculloty87 I know would of been lovely to have her in that pic :)) x
970,1.0,@adnanCad Planted people are allowed to do any thing and every thing :p
971,1.0,"@mRpOrTeR7 ""This Corner"" is so fucking Dope!! Getting addicted to it..
Great Job :D"
972,1.0,My bby gurl :) http://t.co/S0IiU35MWw
973,1.0,Hey hey :D
974,1.0,@NickTheBullsFan @CashNastyGaming still suck at editing but if this turns into something special I owe it to you guys :)
975,1.0,@ayokejkt Visit my blog http://t.co/UzOAqroWKx thanks :D
976,1.0,"@daannymoncada @breannelaflare YOU'RE UGLY DANIEL, is it good ape?:)"
977,1.0,"Happy bday @Cinemainmygenes  Saar....
Have a great year ahead... :)"
978,1.0,@LucyLu_xx Thought you might! I saw it and I loved the verse. The butterfly part was just a bonus :).
979,1.0,"Thank you :-))) OK 
Have fun!!
@anvy2446 @4HUMANITEEs @SexyAF12 @kikbella @adasamper @RachelLFilsoof
Enjoy day u all
http://t.co/5Y5OAESAzv"
980,1.0,well. good morning. :D
981,1.0,@palakspatel would you follow me?:)
982,1.0,"Busy, productive day filled with a few tears, but hours and hours of laughter. Today was a good day. :)"
983,1.0,@17bljpk hi. You have 5sos tickets?? Dm me :)
984,1.0,Yummmyyy.... :-) — eating dosa
985,1.0,@bbcdoctorwho so do I :D
986,1.0,@MegLovesGames its probably easier to meet at the station? Unless you particularly want to show me your house? :)
987,1.0,A Huge &amp; Warm Welcome to @VodkaBlond :-))
988,1.0,"ACHI!!!! Im busy next week because of our exams. Hope you understand that I cant tweet youuu, Bawi ako queenesther! :) @esthercarodan"
989,1.0,@LeeMcKenzieTV Looking sharp :-)
990,1.0,@xWinnerMino yess im 1 year younger than u :-) no wonder youre huge boy
991,1.0,"I'm playing Brain Dots : ) #BrainDots
http://t.co/ilDzDRHf9d http://t.co/VTXNFCPFuI"
992,1.0,Ha! All in one picture :-) http://t.co/IgLPwLvSfz
993,1.0,@Galatasaray @Podolski10 is ready :) #Poldi #Cimbom
994,1.0,@LuvSocial_Media Thanks for the share :)
995,1.0,@LOSTCHILLHORAN fback? :)
996,1.0,@24f567234e3c410  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
997,1.0,@graphure Happy birthday buddy! :D
998,1.0,@waterrat77 Thank you :-)
999,1.0,"*sigh* ""@Whykaysbeauty: Bruhhh“@Dopjones: Call me daddy one more time :)”"""
1000,1.0,@ArianeBeeston Communal knowledge! :)
1001,1.0,probably gonna be some @playrust though :D
1002,1.0,@mdokha Thanks for bringing it to our attention. Let us know if you have any questions :) 1TB would be amazing!
1003,1.0,@AdeptGroupLtd @TWBC_Business @TechLystics @TLB73 @SynergeeLtd @PerkPearl Many thanks. Happy Friday everyone :)
1004,1.0,You are very welcome! :-) https://t.co/XsZ9MciY2r
1005,1.0,"As if bank credit departments weren't bad enough, ANZ has gone to the extreme of offshoring theirs!!! Absolutely classic :-)
#gottolovebanks"
1006,1.0,"@DrRamcharan55 :) &amp; yup will In-shaa-Allah make dua for u &amp; fr all of us to see thru the hatreds &amp; move towards truth. Aameen
All the (4/5)"
1007,1.0,"I Like Coca Cola , I Love Fanta , I dream about Pepsi and Die for Sprite they alls very sweeeeeeeety ♡♥♡♥ :-) ;-) :-D http://t.co/gUUlxAs9En"
1008,1.0,@SlightlySalty_ is a good witness :-)
1009,1.0,#welcomeTweet @VortexiK13 @urbndictionaryy @noralewis25 hi! thanks for following! just ask for a follow back :-) via http://t.co/ubXKOjpBez
1010,1.0,#PSYGustoKita good afternoon :)
1011,1.0,The dream gaming setup part 2 is finished :D http://t.co/dEHgEeUIEm
1012,1.0,@BarbaraNadel @KirkdaleBooks Definitely :)
1013,1.0,@superkrispydj thanks :-)
1014,1.0,@beamillerqs make ur dms open pls !! i have some questions to ask hehe :)
1015,1.0,"Wet feet welcome @IOWOpenStudios no carpet to,worry about :) http://t.co/q1zK66SmNi"
1016,1.0,You're a judgmental hypocritical narcissist :-)
1017,1.0,@BhaktisBanter @PallaviRuhail Another jumpsuit... bt in denims...:) #FlipkartFashionFriday http://t.co/gMfG27Hmrt
1018,1.0,@RX931 Verge by Owl City! Thanks :D
1019,1.0,"@NECCMatthew also, sometimes a nice break from seeing constant tweets about one subject is welcomed :)"
1020,1.0,#ff @CapeLondonWine @stanstedchamber @iconic_pr @Its_an_airline @Martelsbusvill Have a great day everyone :-)
1021,1.0,@jefhong12_21  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
1022,1.0,hey mom i hit a home run :)
1023,1.0,"@siavashhnr haha :) How are you, Sia?"
1024,1.0,@kath_patel We're counting on it! :) ^MM
1025,1.0,@begbie4017 @heathersmusical What a brilliant parent teacher interview!! Finding out those wonderful things about your talented girl!! :))
1026,1.0,.@FileClickPrint Thanks for following us! Have a wonderful Friday :) #FF
1027,1.0,@DrRamcharan55 u started the comparative religion rant as well :) after all ur a STUDENT of it. I guess the last benchers probably (1/5)
1028,1.0,In the Porsche paddock at #BudapestGP and I found out #JohnyHerbert from @SkySportsF1 is rolling with us this weekend! :) #PorscheSuperCup
1029,1.0,"Waking up to nice weather, Koyal 's melodies
An unexpected surprise to create memories!

@blogadda 'Freshness' makes my day :)
#MaxFreshMove"
1030,1.0,17 science students this side please :)
1031,1.0,35 more eps until I catch up wirh arc v!!! : )
1032,1.0,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x31"
1033,1.0,@iMartyn Happy birthday! Didn't know wolves had birthdays :)
1034,1.0,@TeknoGadyet Thanks for sharing this! :)
1035,1.0,@RefSRK18 May Allah fulfill our one n only desire....ameen :)
1036,1.0,#KCA #VoteJKT48ID HelpingGroupDms: quote tweet with a dm you really want and I'll surprise a few of you :)
1037,1.0,"@marshyymiullow you have a weird DP, you know? :p"
1038,1.0,@alphatecheating @GasManGod wife and 2 kids? Poor you. :-)
1039,1.0,@BANGMELIAMM fback? :)
1040,1.0,I NEED A LIFE :)
1041,1.0,@Jeandysanglay  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
1042,1.0,@tracychua16 @xaaanshine  chicks :)
1043,1.0,@Ripap70 Hi ;-) If you want a free guide use the ZonzoFox App using this link http://t.co/PSbF2rELHn Have a nice stay :-)
1044,1.0,Thank You @yadavakhilesh Bhaiya. :-) https://t.co/GZoWXWxEEN
1045,1.0,"@tehreemabbas13 
Thank you brother :)"
1046,1.0,@Candiferslaw Lucky dog I hate you....    :)
1047,1.0,@Author_Patty @dhinakaranjbraj Patty! :-)
1048,1.0,@xwing_t65 I will definitely post about it in my blog! :) It's such an elaborate project and I am doing thing I never did before.
1049,1.0,Planning a trip to Kuching? Enjoy special room rate only at Merdeka Palace Hotel &amp; Suites with PLUSMiles card! :) http://t.co/KwlZtWSREM
1050,1.0,@vedahhh glad to be of service it's kinda what I do :) hahahaa
1051,1.0,"@FroudRS @Mini_Marm  i mean New,  Nex still safe in GWD  :D"
1052,1.0,Whom do you really love? — i love all who did the same thing to me :) http://t.co/qpSlKbIHio
1053,1.0,shes not a nice girl trust me :) — okok i trust u &lt;3333 http://t.co/37yWMi8TES
1054,1.0,cause u know ur wrong :) fucking idiot https://t.co/HQl4NjOeSh
1055,1.0,Chaerin unnie : )
1056,1.0,@ParentingWT It's great that we have that as a very viable alternative nowadays. :)
1057,1.0,"@ryancavalier glad we could help, I will make sure to pass your comments on and thank you for the lovely tweet :) - IP"
1058,1.0,The Tombow ABT has arrived :) https://t.co/LD6CXQyKwI
1059,1.0,@IRagunton Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :)
1060,1.0,"happy FriYAY, happy followers :-) xxx ♥"
1061,1.0,@KayOddone Kinda smug to know we were doing all that stuff at Marrickville Public over ten years ago :-)
1062,1.0,I have loved you since we were eighteen @iqbaale :)
1063,1.0,A perfect triangle will win the ball game. :) #AUvsSSCR  #NCAASeason91
1064,1.0,@TravelWTheSmile thanks for sharing! Wishing you a wicked weekend :)
1065,1.0,"Morning :)
The Kills - Future Starts Slow http://t.co/KS7bml93WH"
1066,1.0,"I'm Trying to make ice chocolate coffee popsicles, it's so soft that will melt in your mouth :) perfect for hot day"
1067,1.0,Thankyouuu Dianna :D
1068,1.0,"""ngga usah dipikirin elah"" you can't easily say that to someone who's an entp :) the T is there for a reason"
1069,1.0,Smile every day :)
1070,1.0,@iamValC @keodancer @SashaFarber killin it! Meme worthy @EmmaSlaterDance? @Dance10Jenna :) Cool shot of @Dance10Alan! http://t.co/hK74TOBM1u
1071,1.0,@fynemo emon : )
1072,1.0,"What is it with this country, first sign of a decent outdoor rave and it pisses down all day :)
I've had to pack... http://t.co/22zYFK8doG"
1073,1.0,@Stacyyy24 Happy Birthday :)
1074,1.0,@akijuneja I'm glad you like our services. Happy shopping with us :) ^DV
1075,1.0,@LARRYNGTONDO fback? :)
1076,1.0,wow finally aku bakal liat kak merry di tv for the first time :D
1077,1.0,@patrenganneng  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
1078,1.0,"Post a pic of your outfit for today with the hashtag---&gt; #FashionFriday :) will be uploading them later today on my blog, join in on the fun"
1079,1.0,@KuljuTommi @nathaliea1010 Thank you. I always wanted to see it from that angle.Nelson would be proud :)
1080,1.0,@silvslee lol go! It's cheap right now :)
1081,1.0,@FeistyPixxi me too :)
1082,1.0,Enjoy a cute baby panda! :) http://t.co/jR8aDEjWf8 http://t.co/s03QS5q4l7
1083,1.0,@TheBodyShopIND #MyMonsoonStory TEA TREE SKIN CLEARING LOTION - as Moisturizing the skin is very important during monsoon :)
1084,1.0,@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM
1085,1.0,"""@Real_Liam_Payne yeah thanks @zaynmalik for being so romantic and I love you too baby ! :)"""
1086,1.0,"Are you in #Valencia this #weekend?
Enjoy it!! :)
https://t.co/U3EFde4xuH http://t.co/7R0UYDariZ"
1087,1.0,"@bwoyblunder @rajudasonline Sorted :). Thanks. Daaru party in my chaddi, bros."
1088,1.0,"Beginning of Line-up :)
It is left for the line-up (y)
https://t.co/aYaCd8aIPb http://t.co/APoKT3tTnA"
1089,1.0,i don't know how you feel about me which means means i don't know how to act around you :))((
1090,1.0,@write2kill Ha ha :-) I guess I was being polite.
1091,1.0,@thatbrooke thanks so much :-)
1092,1.0,no sleep tx :)
1093,1.0,@tschelseamarie Looking wonderful.Great body. Love your really closely trimmed pubes :) xx
